Date/Time,Year,Month,Day,Time,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa),Hmdx,Wind Chill,Weather,filename
2016-09-11 13:00,2016,9,11,13:00,17.7,11.8,68.0,28.0,24.0,48.3,102.14,,,Mainly Clear,katkam-20160911130000.jpg
2016-09-11 16:00,2016,9,11,16:00,17.4,12.4,72.0,28.0,19.0,48.3,102.07,,,Clear,katkam-20160911160000.jpg
2016-09-11 19:00,2016,9,11,19:00,14.1,11.6,85.0,30.0,9.0,48.3,102.07,,,Mainly Clear,katkam-20160911190000.jpg
2016-09-12 07:00,2016,9,12,07:00,14.2,12.4,89.0,30.0,16.0,48.3,102.39,,,Clear,katkam-20160912070000.jpg
2016-09-12 10:00,2016,9,12,10:00,16.7,12.9,78.0,28.0,26.0,48.3,102.39,,,Clear,katkam-20160912100000.jpg
2016-09-12 13:00,2016,9,12,13:00,18.0,12.7,71.0,31.0,26.0,48.3,102.24,,,Clear,katkam-20160912130000.jpg
2016-09-12 16:00,2016,9,12,16:00,18.7,12.8,68.0,29.0,16.0,48.3,102.07,,,Clear,katkam-20160912160000.jpg
2016-09-12 19:00,2016,9,12,19:00,15.0,11.6,80.0,30.0,15.0,48.3,101.95,,,Mainly Clear,katkam-20160912190000.jpg
2016-09-13 07:00,2016,9,13,07:00,12.1,9.7,85.0,1.0,4.0,48.3,101.89,,,Mainly Clear,katkam-20160913070000.jpg
2016-09-13 10:00,2016,9,13,10:00,17.4,11.5,68.0,29.0,21.0,48.3,101.83,,,Clear,katkam-20160913100000.jpg
2016-09-13 13:00,2016,9,13,13:00,18.8,12.6,67.0,29.0,15.0,48.3,101.66,,,Clear,katkam-20160913130000.jpg
2016-09-13 16:00,2016,9,13,16:00,18.6,12.0,65.0,28.0,13.0,48.3,101.41,,,Clear,katkam-20160913160000.jpg
2016-09-13 19:00,2016,9,13,19:00,15.6,12.0,79.0,26.0,7.0,48.3,101.29,,,Clear,katkam-20160913190000.jpg
2016-09-14 07:00,2016,9,14,07:00,13.0,10.6,85.0,13.0,6.0,48.3,101.6,,,Mainly Clear,katkam-20160914070000.jpg
2016-09-14 10:00,2016,9,14,10:00,17.5,11.2,66.0,26.0,10.0,48.3,101.67,,,Mainly Clear,katkam-20160914100000.jpg
2016-09-14 13:00,2016,9,14,13:00,19.4,11.0,58.0,25.0,10.0,48.3,101.66,,,Mainly Clear,katkam-20160914130000.jpg
2016-09-14 16:00,2016,9,14,16:00,17.1,13.5,79.0,24.0,7.0,48.3,101.66,,,Mainly Clear,katkam-20160914160000.jpg
2016-09-14 19:00,2016,9,14,19:00,15.1,13.0,87.0,36.0,2.0,48.3,101.7,,,Mostly Cloudy,katkam-20160914190000.jpg
2016-09-15 07:00,2016,9,15,07:00,13.0,11.1,88.0,10.0,10.0,48.3,102.13,,,Clear,katkam-20160915070000.jpg
2016-09-15 10:00,2016,9,15,10:00,18.2,11.4,64.0,11.0,9.0,48.3,102.14,,,Mainly Clear,katkam-20160915100000.jpg
2016-09-15 13:00,2016,9,15,13:00,18.4,13.3,72.0,24.0,16.0,48.3,102.03,,,Mainly Clear,katkam-20160915130000.jpg
2016-09-15 16:00,2016,9,15,16:00,18.1,12.8,71.0,25.0,10.0,48.3,101.91,,,Mainly Clear,katkam-20160915160000.jpg
2016-09-15 19:00,2016,9,15,19:00,15.7,13.0,84.0,36.0,1.0,48.3,101.87,,,Mainly Clear,katkam-20160915190000.jpg
2016-09-16 07:00,2016,9,16,07:00,14.5,11.9,84.0,13.0,14.0,32.2,101.76,,,Mostly Cloudy,katkam-20160916070000.jpg
2016-09-16 10:00,2016,9,16,10:00,19.4,12.3,63.0,13.0,17.0,32.2,101.69,,,Mostly Cloudy,katkam-20160916100000.jpg
2016-09-16 13:00,2016,9,16,13:00,18.9,12.3,65.0,14.0,14.0,32.2,101.57,,,Cloudy,katkam-20160916130000.jpg
2016-09-16 16:00,2016,9,16,16:00,17.6,12.4,71.0,19.0,16.0,32.2,101.47,,,Cloudy,katkam-20160916160000.jpg
2016-09-16 19:00,2016,9,16,19:00,15.6,13.3,86.0,6.0,7.0,19.3,101.38,,,Rain,katkam-20160916190000.jpg
2016-09-17 06:00,2016,9,17,06:00,12.9,12.4,97.0,10.0,16.0,8.1,101.06,,,"Rain,Fog",katkam-20160917060000.jpg
2016-09-17 07:00,2016,9,17,07:00,12.9,12.3,96.0,9.0,16.0,12.9,100.98,,,Rain,katkam-20160917070000.jpg
2016-09-17 08:00,2016,9,17,08:00,13.3,12.5,95.0,9.0,15.0,12.9,100.9,,,Rain,katkam-20160917080000.jpg
2016-09-17 09:00,2016,9,17,09:00,13.4,12.8,96.0,13.0,19.0,8.1,100.89,,,"Rain,Fog",katkam-20160917090000.jpg
2016-09-17 10:00,2016,9,17,10:00,13.6,13.0,96.0,11.0,15.0,12.9,100.87,,,Rain,katkam-20160917100000.jpg
2016-09-17 11:00,2016,9,17,11:00,14.1,13.2,94.0,7.0,9.0,12.9,100.9,,,Rain,katkam-20160917110000.jpg
2016-09-17 13:00,2016,9,17,13:00,14.9,13.6,92.0,8.0,12.0,16.1,100.88,,,Cloudy,katkam-20160917130000.jpg
2016-09-17 16:00,2016,9,17,16:00,17.8,13.6,76.0,21.0,14.0,24.1,100.94,,,Mainly Clear,katkam-20160917160000.jpg
2016-09-17 19:00,2016,9,17,19:00,15.8,11.6,76.0,21.0,26.0,32.2,101.07,,,Mainly Clear,katkam-20160917190000.jpg
2016-09-18 07:00,2016,9,18,07:00,12.4,11.2,92.0,9.0,16.0,32.2,101.64,,,Mainly Clear,katkam-20160918070000.jpg
2016-09-18 10:00,2016,9,18,10:00,16.8,11.6,71.0,9.0,19.0,32.2,101.68,,,Mainly Clear,katkam-20160918100000.jpg
2016-09-18 13:00,2016,9,18,13:00,19.1,10.2,56.0,12.0,13.0,32.2,101.66,,,Mainly Clear,katkam-20160918130000.jpg
2016-09-18 16:00,2016,9,18,16:00,18.9,10.0,56.0,16.0,18.0,32.2,101.57,,,Mostly Cloudy,katkam-20160918160000.jpg
2016-09-18 19:00,2016,9,18,19:00,15.3,10.5,73.0,15.0,9.0,24.1,101.59,,,Mostly Cloudy,katkam-20160918190000.jpg
2016-09-19 06:00,2016,9,19,06:00,13.3,12.2,93.0,7.0,6.0,12.9,101.49,,,Rain Showers,katkam-20160919060000.jpg
2016-09-19 07:00,2016,9,19,07:00,13.1,12.2,94.0,15.0,17.0,12.9,101.5,,,Rain Showers,katkam-20160919070000.jpg
2016-09-19 08:00,2016,9,19,08:00,12.5,11.4,93.0,21.0,21.0,8.1,101.55,,,"Moderate Rain Showers,Fog",katkam-20160919080000.jpg
2016-09-19 09:00,2016,9,19,09:00,13.0,11.6,91.0,16.0,12.0,12.9,101.56,,,Rain Showers,katkam-20160919090000.jpg
2016-09-19 10:00,2016,9,19,10:00,14.2,11.7,85.0,14.0,11.0,24.1,101.66,,,Mostly Cloudy,katkam-20160919100000.jpg
2016-09-19 13:00,2016,9,19,13:00,17.2,10.2,63.0,20.0,17.0,32.2,101.73,,,Mainly Clear,katkam-20160919130000.jpg
2016-09-19 14:00,2016,9,19,14:00,15.8,11.0,73.0,21.0,23.0,32.2,101.74,,,Rain Showers,katkam-20160919140000.jpg
2016-09-19 15:00,2016,9,19,15:00,15.1,9.5,69.0,24.0,11.0,32.2,101.78,,,Rain Showers,katkam-20160919150000.jpg
2016-09-19 16:00,2016,9,19,16:00,15.9,10.5,70.0,25.0,4.0,32.2,101.79,,,Mostly Cloudy,katkam-20160919160000.jpg
2016-09-19 19:00,2016,9,19,19:00,14.1,10.2,77.0,8.0,19.0,32.2,101.91,,,Mostly Cloudy,katkam-20160919190000.jpg
2016-09-20 07:00,2016,9,20,07:00,11.5,11.1,97.0,36.0,1.0,48.3,102.15,,,Mostly Cloudy,katkam-20160920070000.jpg
2016-09-20 10:00,2016,9,20,10:00,15.7,10.5,71.0,30.0,16.0,48.3,102.11,,,Mainly Clear,katkam-20160920100000.jpg
2016-09-20 13:00,2016,9,20,13:00,15.8,12.2,79.0,28.0,29.0,48.3,102.04,,,Mainly Clear,katkam-20160920130000.jpg
2016-09-20 16:00,2016,9,20,16:00,16.1,11.7,75.0,29.0,30.0,48.3,101.89,,,Mainly Clear,katkam-20160920160000.jpg
2016-09-20 19:00,2016,9,20,19:00,14.5,11.9,84.0,31.0,22.0,48.3,101.86,,,Mainly Clear,katkam-20160920190000.jpg
2016-09-21 07:00,2016,9,21,07:00,12.9,11.5,91.0,30.0,20.0,48.3,101.93,,,Clear,katkam-20160921070000.jpg
2016-09-21 10:00,2016,9,21,10:00,15.1,12.1,82.0,29.0,30.0,48.3,101.88,,,Clear,katkam-20160921100000.jpg
2016-09-21 13:00,2016,9,21,13:00,16.3,12.7,79.0,29.0,28.0,48.3,101.72,,,Clear,katkam-20160921130000.jpg
2016-09-21 16:00,2016,9,21,16:00,16.7,12.3,75.0,31.0,19.0,48.3,101.51,,,Mainly Clear,katkam-20160921160000.jpg
2016-09-21 19:00,2016,9,21,19:00,14.3,11.7,84.0,31.0,20.0,32.2,101.36,,,Clear,katkam-20160921190000.jpg
2016-09-22 07:00,2016,9,22,07:00,10.3,8.4,88.0,7.0,5.0,48.3,101.53,,,Clear,katkam-20160922070000.jpg
2016-09-22 10:00,2016,9,22,10:00,16.6,11.0,69.0,14.0,10.0,48.3,101.61,,,Clear,katkam-20160922100000.jpg
2016-09-22 13:00,2016,9,22,13:00,16.2,11.8,75.0,24.0,12.0,48.3,101.6,,,Clear,katkam-20160922130000.jpg
2016-09-22 16:00,2016,9,22,16:00,18.9,8.9,52.0,16.0,12.0,48.3,101.53,,,Clear,katkam-20160922160000.jpg
2016-09-22 19:00,2016,9,22,19:00,14.8,9.7,71.0,8.0,18.0,32.2,101.5,,,Mainly Clear,katkam-20160922190000.jpg
2016-09-23 06:00,2016,9,23,06:00,11.8,10.9,94.0,10.0,21.0,9.7,101.52,,,"Rain,Fog",katkam-20160923060000.jpg
2016-09-23 07:00,2016,9,23,07:00,11.9,11.0,94.0,9.0,18.0,8.1,101.49,,,"Rain,Fog",katkam-20160923070000.jpg
2016-09-23 08:00,2016,9,23,08:00,12.4,10.7,89.0,7.0,21.0,24.1,101.42,,,Rain,katkam-20160923080000.jpg
2016-09-23 09:00,2016,9,23,09:00,12.2,10.0,86.0,6.0,25.0,24.1,101.4,,,Rain,katkam-20160923090000.jpg
2016-09-23 10:00,2016,9,23,10:00,11.8,9.7,87.0,7.0,23.0,16.1,101.42,,,Rain,katkam-20160923100000.jpg
2016-09-23 11:00,2016,9,23,11:00,11.8,10.2,90.0,8.0,17.0,12.9,101.44,,,Rain,katkam-20160923110000.jpg
2016-09-23 12:00,2016,9,23,12:00,11.5,10.3,92.0,6.0,22.0,19.3,101.45,,,Drizzle,katkam-20160923120000.jpg
2016-09-23 13:00,2016,9,23,13:00,11.9,10.3,90.0,8.0,24.0,16.1,101.45,,,Drizzle,katkam-20160923130000.jpg
2016-09-23 14:00,2016,9,23,14:00,11.9,10.7,92.0,6.0,18.0,16.1,101.49,,,"Rain,Drizzle",katkam-20160923140000.jpg
2016-09-23 15:00,2016,9,23,15:00,12.2,11.1,93.0,6.0,13.0,16.1,101.56,,,Drizzle,katkam-20160923150000.jpg
2016-09-23 16:00,2016,9,23,16:00,12.3,11.2,93.0,7.0,19.0,16.1,101.6,,,Rain Showers,katkam-20160923160000.jpg
2016-09-23 19:00,2016,9,23,19:00,12.7,11.3,91.0,35.0,4.0,12.9,101.82,,,Drizzle,katkam-20160923190000.jpg
2016-09-24 07:00,2016,9,24,07:00,11.6,10.4,92.0,7.0,4.0,24.1,102.68,,,Mostly Cloudy,katkam-20160924070000.jpg
2016-09-24 10:00,2016,9,24,10:00,13.3,11.0,86.0,22.0,9.0,24.1,102.9,,,Cloudy,katkam-20160924100000.jpg
2016-09-24 13:00,2016,9,24,13:00,15.8,9.8,67.0,17.0,9.0,32.2,102.83,,,Cloudy,katkam-20160924130000.jpg
2016-09-24 16:00,2016,9,24,16:00,15.3,11.3,77.0,31.0,4.0,32.2,102.7,,,Cloudy,katkam-20160924160000.jpg
2016-09-24 19:00,2016,9,24,19:00,14.4,12.1,86.0,36.0,7.0,24.1,102.78,,,Rain,katkam-20160924190000.jpg
2016-09-25 07:00,2016,9,25,07:00,13.6,10.1,79.0,5.0,8.0,24.1,102.92,,,Cloudy,katkam-20160925070000.jpg
2016-09-25 10:00,2016,9,25,10:00,15.3,10.9,75.0,5.0,14.0,32.2,103.0,,,Cloudy,katkam-20160925100000.jpg
2016-09-25 13:00,2016,9,25,13:00,18.3,10.0,58.0,9.0,9.0,40.2,102.95,,,Mostly Cloudy,katkam-20160925130000.jpg
2016-09-25 16:00,2016,9,25,16:00,19.3,11.7,61.0,1.0,7.0,48.3,102.77,,,Mostly Cloudy,katkam-20160925160000.jpg
2016-09-25 19:00,2016,9,25,19:00,13.5,11.6,88.0,33.0,5.0,48.3,102.62,,,Mostly Cloudy,katkam-20160925190000.jpg
2016-09-26 07:00,2016,9,26,07:00,13.6,13.1,97.0,30.0,7.0,48.3,102.02,,,Mostly Cloudy,katkam-20160926070000.jpg
2016-09-26 10:00,2016,9,26,10:00,16.2,13.0,81.0,24.0,7.0,48.3,101.89,,,Mostly Cloudy,katkam-20160926100000.jpg
2016-09-26 13:00,2016,9,26,13:00,16.2,13.4,83.0,28.0,8.0,48.3,101.72,,,Mostly Cloudy,katkam-20160926130000.jpg
2016-09-26 16:00,2016,9,26,16:00,14.7,13.6,93.0,28.0,9.0,48.3,101.6,,,Mostly Cloudy,katkam-20160926160000.jpg
2016-09-26 19:00,2016,9,26,19:00,14.7,13.6,93.0,27.0,7.0,32.2,101.59,,,Mostly Cloudy,katkam-20160926190000.jpg
2016-09-27 07:00,2016,9,27,07:00,12.5,9.5,82.0,29.0,38.0,48.3,102.12,,,Mainly Clear,katkam-20160927070000.jpg
2016-09-27 10:00,2016,9,27,10:00,14.3,10.9,80.0,30.0,28.0,32.2,102.29,,,Mostly Cloudy,katkam-20160927100000.jpg
2016-09-27 13:00,2016,9,27,13:00,15.4,10.8,74.0,30.0,23.0,48.3,102.27,,,Mainly Clear,katkam-20160927130000.jpg
2016-09-27 16:00,2016,9,27,16:00,14.7,11.0,78.0,30.0,24.0,48.3,102.15,,,Mostly Cloudy,katkam-20160927160000.jpg
2016-09-27 19:00,2016,9,27,19:00,13.1,11.2,88.0,30.0,19.0,48.3,102.05,,,Mainly Clear,katkam-20160927190000.jpg
2016-09-28 07:00,2016,9,28,07:00,11.5,10.3,92.0,30.0,28.0,40.2,101.97,,,Mainly Clear,katkam-20160928070000.jpg
2016-09-28 10:00,2016,9,28,10:00,13.1,10.5,84.0,30.0,32.0,48.3,102.0,,,Mainly Clear,katkam-20160928100000.jpg
2016-09-28 13:00,2016,9,28,13:00,14.4,11.2,81.0,30.0,26.0,48.3,101.85,,,Clear,katkam-20160928130000.jpg
2016-09-28 16:00,2016,9,28,16:00,14.1,11.5,84.0,29.0,16.0,48.3,101.71,,,Mainly Clear,katkam-20160928160000.jpg
2016-09-28 19:00,2016,9,28,19:00,11.7,9.8,88.0,36.0,3.0,48.3,101.67,,,Clear,katkam-20160928190000.jpg
2016-09-29 07:00,2016,9,29,07:00,8.6,7.7,94.0,32.0,5.0,48.3,101.79,,,Cloudy,katkam-20160929070000.jpg
2016-09-29 10:00,2016,9,29,10:00,13.1,10.3,83.0,29.0,21.0,48.3,101.84,,,Mainly Clear,katkam-20160929100000.jpg
2016-09-29 13:00,2016,9,29,13:00,14.7,10.8,77.0,29.0,17.0,48.3,101.78,,,Mainly Clear,katkam-20160929130000.jpg
2016-09-29 16:00,2016,9,29,16:00,13.1,9.6,79.0,26.0,10.0,48.3,101.72,,,Cloudy,katkam-20160929160000.jpg
2016-09-29 19:00,2016,9,29,19:00,12.1,8.6,79.0,16.0,5.0,48.3,101.73,,,Mostly Cloudy,katkam-20160929190000.jpg
2016-09-30 07:00,2016,9,30,07:00,9.4,8.7,95.0,11.0,10.0,12.9,101.72,,,Cloudy,katkam-20160930070000.jpg
2016-09-30 10:00,2016,9,30,10:00,12.5,10.6,88.0,23.0,9.0,12.9,101.68,,,Mostly Cloudy,katkam-20160930100000.jpg
2016-09-30 13:00,2016,9,30,13:00,13.0,10.6,85.0,27.0,11.0,24.1,101.52,,,Mainly Clear,katkam-20160930130000.jpg
2016-09-30 16:00,2016,9,30,16:00,14.2,9.9,75.0,28.0,6.0,24.1,101.38,,,Mainly Clear,katkam-20160930160000.jpg
2016-09-30 19:00,2016,9,30,19:00,9.6,8.1,90.0,2.0,3.0,32.2,101.32,,,Mainly Clear,katkam-20160930190000.jpg
2016-10-01 07:00,2016,10,1,07:00,11.7,8.2,79.0,5.0,12.0,24.1,101.24,,,Cloudy,katkam-20161001070000.jpg
2016-10-01 08:00,2016,10,1,08:00,12.5,7.8,73.0,6.0,16.0,24.1,101.24,,,Rain Showers,katkam-20161001080000.jpg
2016-10-01 09:00,2016,10,1,09:00,13.6,9.3,75.0,8.0,16.0,24.1,101.21,,,Rain Showers,katkam-20161001090000.jpg
2016-10-01 10:00,2016,10,1,10:00,14.3,8.3,67.0,10.0,23.0,24.1,101.22,,,Mostly Cloudy,katkam-20161001100000.jpg
2016-10-01 13:00,2016,10,1,13:00,14.1,8.6,69.0,13.0,24.0,19.3,101.27,,,Cloudy,katkam-20161001130000.jpg
2016-10-01 14:00,2016,10,1,14:00,13.7,10.7,82.0,12.0,18.0,24.1,101.32,,,Rain Showers,katkam-20161001140000.jpg
2016-10-01 15:00,2016,10,1,15:00,13.7,10.7,82.0,10.0,15.0,19.3,101.36,,,Rain Showers,katkam-20161001150000.jpg
2016-10-01 16:00,2016,10,1,16:00,13.6,9.7,77.0,12.0,27.0,24.1,101.4,,,Mostly Cloudy,katkam-20161001160000.jpg
2016-10-01 19:00,2016,10,1,19:00,12.7,9.2,79.0,9.0,14.0,24.1,101.44,,,Mostly Cloudy,katkam-20161001190000.jpg
2016-10-02 06:00,2016,10,2,06:00,10.8,8.9,88.0,10.0,8.0,24.1,101.38,,,Rain Showers,katkam-20161002060000.jpg
2016-10-02 07:00,2016,10,2,07:00,10.8,8.9,88.0,24.0,4.0,32.2,101.38,,,Mostly Cloudy,katkam-20161002070000.jpg
2016-10-02 10:00,2016,10,2,10:00,13.2,10.4,83.0,33.0,10.0,32.2,101.43,,,Mostly Cloudy,katkam-20161002100000.jpg
2016-10-02 13:00,2016,10,2,13:00,14.6,10.7,77.0,29.0,21.0,48.3,101.3,,,Mainly Clear,katkam-20161002130000.jpg
2016-10-02 16:00,2016,10,2,16:00,14.3,10.6,78.0,28.0,21.0,48.3,101.19,,,Mainly Clear,katkam-20161002160000.jpg
2016-10-02 19:00,2016,10,2,19:00,10.1,9.0,93.0,30.0,9.0,32.2,101.17,,,Mainly Clear,katkam-20161002190000.jpg
2016-10-03 07:00,2016,10,3,07:00,10.2,8.7,90.0,10.0,13.0,24.1,101.2,,,Mostly Cloudy,katkam-20161003070000.jpg
2016-10-03 10:00,2016,10,3,10:00,12.7,9.6,81.0,11.0,21.0,24.1,101.24,,,Mostly Cloudy,katkam-20161003100000.jpg
2016-10-03 13:00,2016,10,3,13:00,14.9,9.3,69.0,11.0,21.0,32.2,101.13,,,Mostly Cloudy,katkam-20161003130000.jpg
2016-10-03 16:00,2016,10,3,16:00,14.7,6.3,57.0,12.0,25.0,32.2,101.0,,,Cloudy,katkam-20161003160000.jpg
2016-10-03 19:00,2016,10,3,19:00,13.4,7.5,67.0,10.0,13.0,24.1,100.95,,,Cloudy,katkam-20161003190000.jpg
2016-10-04 07:00,2016,10,4,07:00,11.0,9.9,93.0,9.0,20.0,24.1,100.92,,,Cloudy,katkam-20161004070000.jpg
2016-10-04 10:00,2016,10,4,10:00,12.8,10.9,88.0,10.0,19.0,24.1,100.98,,,Cloudy,katkam-20161004100000.jpg
2016-10-04 13:00,2016,10,4,13:00,14.8,10.1,73.0,12.0,26.0,24.1,100.93,,,Cloudy,katkam-20161004130000.jpg
2016-10-04 16:00,2016,10,4,16:00,15.0,9.6,70.0,13.0,27.0,24.1,100.91,,,Cloudy,katkam-20161004160000.jpg
2016-10-04 19:00,2016,10,4,19:00,13.4,10.4,82.0,9.0,16.0,24.1,100.95,,,Rain,katkam-20161004190000.jpg
2016-10-05 07:00,2016,10,5,07:00,12.6,9.8,83.0,8.0,9.0,48.3,101.16,,,Cloudy,katkam-20161005070000.jpg
2016-10-05 10:00,2016,10,5,10:00,15.1,11.3,78.0,25.0,12.0,48.3,101.27,,,Mostly Cloudy,katkam-20161005100000.jpg
2016-10-05 13:00,2016,10,5,13:00,15.1,11.9,81.0,29.0,30.0,48.3,101.32,,,Mainly Clear,katkam-20161005130000.jpg
2016-10-05 16:00,2016,10,5,16:00,13.7,11.3,85.0,29.0,30.0,48.3,101.4,,,Mainly Clear,katkam-20161005160000.jpg
2016-10-05 19:00,2016,10,5,19:00,13.0,11.1,88.0,30.0,17.0,32.2,101.49,,,Cloudy,katkam-20161005190000.jpg
2016-10-06 07:00,2016,10,6,07:00,11.7,10.9,95.0,15.0,5.0,24.1,101.77,,,Cloudy,katkam-20161006070000.jpg
2016-10-06 10:00,2016,10,6,10:00,13.0,11.3,89.0,11.0,13.0,24.1,101.79,,,Cloudy,katkam-20161006100000.jpg
2016-10-06 13:00,2016,10,6,13:00,13.1,10.3,83.0,13.0,24.0,24.1,101.68,,,Cloudy,katkam-20161006130000.jpg
2016-10-06 16:00,2016,10,6,16:00,12.9,11.0,88.0,9.0,22.0,24.1,101.39,,,Rain,katkam-20161006160000.jpg
2016-10-06 17:00,2016,10,6,17:00,12.7,11.0,89.0,8.0,23.0,19.3,101.29,,,Rain,katkam-20161006170000.jpg
2016-10-06 18:00,2016,10,6,18:00,12.2,10.3,88.0,9.0,30.0,16.1,101.15,,,Rain,katkam-20161006180000.jpg
2016-10-06 19:00,2016,10,6,19:00,11.8,10.4,91.0,8.0,31.0,9.7,101.01,,,"Rain,Fog",katkam-20161006190000.jpg
2016-10-07 07:00,2016,10,7,07:00,12.4,7.7,73.0,17.0,34.0,24.1,100.7,,,Mostly Cloudy,katkam-20161007070000.jpg
2016-10-07 10:00,2016,10,7,10:00,13.8,8.7,71.0,19.0,22.0,24.1,101.13,,,Cloudy,katkam-20161007100000.jpg
2016-10-07 13:00,2016,10,7,13:00,14.6,8.4,66.0,22.0,10.0,48.3,101.48,,,Mostly Cloudy,katkam-20161007130000.jpg
2016-10-07 16:00,2016,10,7,16:00,14.8,8.4,65.0,20.0,9.0,48.3,101.63,,,Cloudy,katkam-20161007160000.jpg
2016-10-07 19:00,2016,10,7,19:00,12.7,6.8,67.0,15.0,12.0,32.2,101.71,,,Cloudy,katkam-20161007190000.jpg
2016-10-08 06:00,2016,10,8,06:00,10.0,9.1,94.0,10.0,10.0,16.1,101.14,,,Rain,katkam-20161008060000.jpg
2016-10-08 07:00,2016,10,8,07:00,10.1,9.3,95.0,4.0,7.0,16.1,101.07,,,Rain,katkam-20161008070000.jpg
2016-10-08 08:00,2016,10,8,08:00,10.0,9.1,94.0,8.0,13.0,16.1,100.93,,,Moderate Rain,katkam-20161008080000.jpg
2016-10-08 09:00,2016,10,8,09:00,9.7,8.6,93.0,1.0,9.0,16.1,100.91,,,Moderate Rain,katkam-20161008090000.jpg
2016-10-08 10:00,2016,10,8,10:00,10.0,9.1,94.0,36.0,1.0,16.1,100.86,,,Cloudy,katkam-20161008100000.jpg
2016-10-08 11:00,2016,10,8,11:00,10.2,9.1,93.0,36.0,1.0,16.1,100.88,,,"Rain,Drizzle",katkam-20161008110000.jpg
2016-10-08 12:00,2016,10,8,12:00,10.7,9.6,93.0,9.0,17.0,16.1,100.73,,,Drizzle,katkam-20161008120000.jpg
2016-10-08 13:00,2016,10,8,13:00,10.7,10.1,96.0,28.0,7.0,8.1,100.78,,,"Moderate Rain,Drizzle",katkam-20161008130000.jpg
2016-10-08 14:00,2016,10,8,14:00,9.3,8.6,95.0,32.0,26.0,6.4,100.78,,,"Rain,Drizzle",katkam-20161008140000.jpg
2016-10-08 15:00,2016,10,8,15:00,10.0,9.2,95.0,32.0,18.0,8.1,100.75,,,Drizzle,katkam-20161008150000.jpg
2016-10-08 16:00,2016,10,8,16:00,9.5,8.8,95.0,31.0,24.0,8.1,100.76,,,"Drizzle,Fog",katkam-20161008160000.jpg
2016-10-08 17:00,2016,10,8,17:00,9.2,8.0,92.0,32.0,26.0,12.9,100.77,,,"Drizzle,Fog",katkam-20161008170000.jpg
2016-10-08 19:00,2016,10,8,19:00,9.5,8.6,94.0,31.0,18.0,12.9,100.84,,,Cloudy,katkam-20161008190000.jpg
2016-10-09 07:00,2016,10,9,07:00,6.4,5.7,95.0,34.0,5.0,24.1,101.58,,,Mostly Cloudy,katkam-20161009070000.jpg
2016-10-09 10:00,2016,10,9,10:00,12.0,9.4,84.0,25.0,10.0,32.2,101.64,,,Mostly Cloudy,katkam-20161009100000.jpg
2016-10-09 13:00,2016,10,9,13:00,12.7,9.0,78.0,29.0,18.0,48.3,101.58,,,Mostly Cloudy,katkam-20161009130000.jpg
2016-10-09 16:00,2016,10,9,16:00,12.1,8.4,78.0,31.0,21.0,48.3,101.47,,,Mainly Clear,katkam-20161009160000.jpg
2016-10-09 19:00,2016,10,9,19:00,9.8,8.3,90.0,30.0,15.0,32.2,101.4,,,Mainly Clear,katkam-20161009190000.jpg
2016-10-10 07:00,2016,10,10,07:00,7.8,6.6,92.0,1.0,5.0,48.3,101.75,,,Mostly Cloudy,katkam-20161010070000.jpg
2016-10-10 10:00,2016,10,10,10:00,11.4,7.5,77.0,12.0,12.0,48.3,101.92,,,Mostly Cloudy,katkam-20161010100000.jpg
2016-10-10 13:00,2016,10,10,13:00,11.4,7.0,74.0,27.0,11.0,48.3,101.96,,,Mostly Cloudy,katkam-20161010130000.jpg
2016-10-10 16:00,2016,10,10,16:00,10.9,8.0,82.0,30.0,13.0,48.3,101.93,,,Mainly Clear,katkam-20161010160000.jpg
2016-10-10 19:00,2016,10,10,19:00,8.7,4.2,73.0,3.0,7.0,48.3,102.0,,,Mainly Clear,katkam-20161010190000.jpg
2016-10-11 07:00,2016,10,11,07:00,3.8,-1.4,69.0,36.0,2.0,48.3,102.33,,,Clear,katkam-20161011070000.jpg
2016-10-11 10:00,2016,10,11,10:00,10.2,0.8,52.0,22.0,7.0,48.3,102.44,,,Clear,katkam-20161011100000.jpg
2016-10-11 13:00,2016,10,11,13:00,11.7,1.1,48.0,28.0,18.0,48.3,102.37,,,Clear,katkam-20161011130000.jpg
2016-10-11 16:00,2016,10,11,16:00,11.5,5.2,65.0,30.0,14.0,48.3,102.22,,,Clear,katkam-20161011160000.jpg
2016-10-11 19:00,2016,10,11,19:00,8.6,3.5,70.0,1.0,9.0,48.3,102.14,,,Clear,katkam-20161011190000.jpg
2016-10-12 07:00,2016,10,12,07:00,3.3,1.5,88.0,10.0,13.0,48.3,101.96,,,Mainly Clear,katkam-20161012070000.jpg
2016-10-12 10:00,2016,10,12,10:00,10.7,3.1,59.0,12.0,5.0,48.3,101.82,,,Mainly Clear,katkam-20161012100000.jpg
2016-10-12 13:00,2016,10,12,13:00,11.3,4.8,64.0,23.0,14.0,48.3,101.6,,,Mostly Cloudy,katkam-20161012130000.jpg
2016-10-12 16:00,2016,10,12,16:00,12.0,5.0,62.0,2.0,10.0,48.3,101.27,,,Cloudy,katkam-20161012160000.jpg
2016-10-12 19:00,2016,10,12,19:00,13.8,3.3,49.0,6.0,16.0,32.2,100.94,,,Cloudy,katkam-20161012190000.jpg
